id,scrape_id,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,listings_count,listings_count_home,listings_count_p_rooms,listings_count_s_rooms,reviews_per_month
33854339,20241229042348,19142471,2014-07-30,96.88028169014085,100.0,1,1,Salt Spring Island,Salt Spring Island,48.81122,-123.49076,Dome,Entire home/apt,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Patio or balcony"", ""Refrigerator"", ""Host greets you"", ""Shampoo"", ""Essentials"", ""Heating"", ""Private entrance"", ""Hot water"", ""Hangers"", ""Wifi"", ""Microwave"", ""Breakfast"", ""Single level home"", ""Bed linens"", ""Coffee maker""]",181.0,2,4,1,0,0,28,117,2024-12-29,124,24,0,4.98,4.98,4.98,4.98,5.0,4.91,4.87,0,1.0,1,0,0,1.81
33855075,20241229042348,12372708,2014-02-18,100.0,100.0,0,1,Esquimalt,Esquimalt,48.42777,-123.40823,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Organic body soap"", ""Natural or organic conditioner"", ""Luggage dropoff allowed"", ""Private sauna"", ""Dining table"", ""Lockbox"", ""Garden view"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Self check-in"", ""Kitchenette"", ""Toaster"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Pets allowed"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib - always at the listing"", ""First aid kit"", ""Free washer \u2013 In unit"", ""42 inch HDTV with Netflix, standard cable, Amazon Prime Video"", ""Dedicated workspace"", ""Cooking basics"", ""Natural or organic shampoo"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Board games""]",121.0,2,30,1,1,7,16,55,2024-12-29,98,46,1,4.83,4.81,4.94,4.91,4.98,4.89,4.79,1,1.0,1,0,0,1.43
33915644,20241229042348,256126015,2019-04-16,100.0,93.0,1,1,Esquimalt,Esquimalt,48.44802,-123.40819,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Shampoo"", ""Dining table"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Cleaning available during stay"", ""Heating"", ""Private entrance"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Cooking basics"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]",100.0,4,730,1,4,34,63,63,2024-12-29,83,20,0,4.9,4.94,4.93,4.99,4.96,4.9,4.88,0,1.0,1,0,0,1.21
34012964,20241229042348,575053609,2024-04-30,96.88028169014085,87.10114503816794,0,1,Saanich,Saanich,48.46095,-123.3256,Entire bungalow,Entire home/apt,8,1.5,3.0,4.0,"[""Outdoor furniture"", ""Park view"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 2 spaces"", ""Hair dryer"", ""Nezza Naturals Peppermint & Tea Tree Oil shampoo"", ""Cleaning products"", ""Smoke alarm"", ""Room-darkening shades"", ""Ethernet connection"", ""Refrigerator"", ""Outdoor dining area"", ""Nezza Naturals Peppermint & Tea Tree Oil conditioner"", ""Luggage dropoff allowed"", ""Courtyard view"", ""Dining table"", ""46 inch HDTV with Roku"", ""Fast wifi \u2013 331 Mbps"", ""Garden view"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Bose SoundLink Bluetooth sound system"", ""Oven"", ""Toaster"", ""Blender"", ""Private entrance"", ""Hammock"", ""Children\u2019s books and toys"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Central heating"", ""Pack \u2019n play/Travel crib - available upon request"", ""Jennaire electric stove"", ""Baking sheet"", ""Coffee"", ""Laundromat nearby"", ""Pets allowed"", ""Dishwasher"", ""Smart lock"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Standalone high chair - available upon request"", ""Portable fans"", ""Cooking basics"", ""Private BBQ grill: gas"", ""Rice maker"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Beach essentials"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Board games"", ""Freezer""]",256.0,1,90,1,0,0,6,229,2024-12-29,142,69,3,4.94,4.92,4.91,4.99,4.98,4.85,4.87,0,1.0,1,0,0,2.1
34044087,20241229042348,116352120,2017-02-14,100.0,100.0,1,1,Saanich,Saanich,48.46626,-123.37574,Entire home,Entire home/apt,12,3.0,5.0,5.0,"[""Fireplace guards"", ""BBQ grill: gas"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Pocket wifi"", ""Ethernet connection"", ""Radiant heating"", ""Indoor fireplace: gas"", ""Outdoor dining area"", ""Free street parking"", ""Host greets you"", ""65 inch HDTV with standard cable, premium cable, Apple TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Various brands body soap"", ""Crib"", ""Bathtub"", ""Outlet covers"", ""Essentials"", ""Kitchen Aid refrigerator"", ""Toaster"", ""Blender"", ""Kitchen Aid stainless steel single oven"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Private patio or balcony"", ""Fire pit"", ""Hot water kettle"", ""Free driveway parking on premises \u2013 3 spaces"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Central heating"", ""Pack \u2019n play/Travel crib - available upon request"", ""Microwave"", ""Baking sheet"", ""Coffee"", ""Laundromat nearby"", ""Dishwasher"", ""Lake view"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Game console"", ""Portable fans"", ""Cooking basics"", ""Rice maker"", ""Table corner guards"", ""Bread maker"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Central air conditioning"", ""Bosch induction stove"", ""Wine glasses"", ""Beach essentials"", ""Various brands  conditioner"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Board games"", ""Lake access"", ""Freezer""]",579.0,2,60,1,20,30,46,233,2024-12-29,104,30,0,4.99,4.96,5.0,4.98,5.0,4.95,4.88,0,2.0,2,0,0,1.54
34068014,20241229042348,240628321,2019-02-02,100.0,100.0,0,1,Saanich,Saanich,48.47193,-123.32284,Private room in guest suite,Private room,2,1.0,1.0,1.0,"[""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""\u5176\u4ed6 electric stove"", ""Resort access"", ""Room-darkening shades"", ""Ethernet connection"", ""Pocket wifi"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Outdoor dining area"", ""Free street parking"", ""Irish Spring  body soap"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Outlet covers"", ""Essentials"", ""Oven"", ""Heating"", ""Private entrance"", ""Children\u2019s books and toys"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""BBQ grill"", ""Private hot tub"", ""Smart lock"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Free washer \u2013 In building"", ""Cooking basics"", ""Single level home"", ""Rice maker"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free driveway parking on premises""]",62.0,1,30,1,0,0,0,120,2024-12-29,148,31,0,4.71,4.8,4.69,4.92,4.89,4.61,4.71,0,2.0,0,2,0,2.15
34093181,20241229042348,32614142,2015-05-04,100.0,98.0,1,1,Victoria West,Victoria,48.4278,-123.37949,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Exercise equipment"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Shared gym in building"", ""Patio or balcony"", ""Refrigerator"", ""Pool"", ""Heating"", ""Dryer"", ""Kitchen"", ""Wifi"", ""Pets allowed"", ""40 inch HDTV"", ""Free washer \u2013 In unit"", ""Elevator"", ""Cooking basics"", ""Coffee maker""]",147.0,89,1125,1,0,9,39,224,2024-12-29,5,0,0,4.8,5.0,4.8,5.0,5.0,5.0,4.6,1,53.0,53,0,0,0.1
34124241,20241229042348,257661111,2019-04-23,90.0,96.0,1,1,Juan de Fuca,Juan de Fuca,48.4263,-124.07256,Entire home,Entire home/apt,12,3.0,5.0,8.0,"[""Baby safety gates"", ""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shampoo"", ""TV"", ""High chair"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Sauna"", ""Heating"", ""Dryer"", ""Children\u2019s books and toys"", ""Private entrance"", ""Private patio or balcony"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""BBQ grill"", ""Private hot tub"", ""Pets allowed"", ""Dishwasher"", ""Exterior security cameras on property"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Beach access \u2013 Beachfront"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Stove"", ""Lake access""]",721.0,3,30,1,9,35,57,255,2024-12-29,174,28,1,4.9,4.86,4.83,4.97,4.89,4.94,4.7,0,2.0,2,0,0,2.58
34169561,20241229042348,13654595,2014-03-29,100.0,90.0,1,1,Saanich,Saanich,48.46454,-123.32116,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Backyard"", ""Patio or balcony"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Self check-in"", ""Essentials"", ""Oven"", ""Heating"", ""Dryer"", ""Private entrance"", ""TV with standard cable"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""BBQ grill"", ""Dishwasher"", ""Exterior security cameras on property"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove""]",190.0,3,95,1,27,57,87,359,2024-12-29,70,16,0,4.97,4.97,4.97,4.96,4.99,4.94,4.9,0,2.0,2,0,0,1.03
34174121,20241229042348,23623076,2014-11-11,96.88028169014085,100.0,0,1,Sidney,Sidney,48.64923858642578,-123.3957977294922,Entire condo,Entire home/apt,2,1.0,1.0,2.0,"[""TV"", ""Free parking on premises"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Hair dryer"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""Essentials"", ""Iron"", ""Bay view"", ""Dryer"", ""Heating"", ""Carbon monoxide alarm"", ""Shampoo"", ""Elevator""]",105.0,7,360,1,0,0,0,273,2024-12-29,0,0,0,4.8471492434662995,4.859449793672627,4.845852819807428,4.899157496561211,4.901151994497936,4.865502063273728,4.760873452544704,0,1.0,1,0,0,1.894828060522696
34183073,20241229042348,73571332,2016-05-23,96.88028169014085,87.10114503816794,0,1,Saanich,Saanich,48.48009,-123.30849,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""42 inch HDTV with Chromecast"", ""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Stove"", ""Room-darkening shades"", ""Ethernet connection"", ""Refrigerator"", ""Free street parking"", ""Shared beach access"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Shared patio or balcony"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private entrance"", ""Children\u2019s books and toys"", ""Clothing storage"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Keypad"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exercise equipment: yoga mat"", ""Coffee maker"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Board games"", ""Freezer""]",160.0,30,190,1,30,60,90,179,2024-12-29,119,21,0,4.86,4.91,4.85,4.92,4.97,4.85,4.84,0,1.0,1,0,0,1.76
34223778,20241229042348,77825172,2016-06-15,100.0,96.0,1,1,James Bay,Victoria,48.42027,-123.37805,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Private backyard \u2013 Not fully fenced"", ""Free parking on premises"", ""Hair dryer"", ""Smoke alarm"", ""Resort access"", ""Patio or balcony"", ""Free street parking"", ""Lockbox"", ""Garden view"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee"", ""First aid kit"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm""]",179.0,2,1125,1,20,50,80,80,2024-12-29,127,47,1,4.88,4.9,4.98,4.94,4.92,4.98,4.77,0,1.0,1,0,0,2.08
34232800,20241229042348,4516592,2012-12-28,96.88028169014085,81.0,1,1,Downtown,Victoria,48.42297,-123.36573,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning"", ""Smoke alarm"", ""Shared gym in building"", ""Refrigerator"", ""Free street parking"", ""Shampoo"", ""TV"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Dryer"", ""Private patio or balcony"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Elevator"", ""Cooking basics"", ""Shared outdoor pool - "", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Stove"", ""Shared hot tub""]",368.0,90,360,1,0,0,28,302,2024-12-29,281,10,0,4.89,4.91,4.84,4.77,4.9,4.98,4.77,0,2.0,2,0,0,4.09
34256205,20241229042348,32780281,2015-05-06,96.88028169014085,0.0,0,1,North Saanich,North Saanich,48.67106,-123.47881,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Dishes and silverware"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Private entrance"", ""Shampoo""]",99.0,30,60,1,17,17,34,308,2024-12-29,4,0,0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0,4.0,3,1,0,0.06
34278373,20241229042348,257661111,2019-04-23,90.0,96.0,1,1,Juan de Fuca,Juan de Fuca,48.42627,-124.07258,Entire guesthouse,Entire home/apt,5,1.0,2.0,3.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shampoo"", ""TV"", ""High chair"", ""Self check-in"", ""Essentials"", ""Oven"", ""Sauna"", ""Heating"", ""Dryer"", ""Children\u2019s books and toys"", ""Private entrance"", ""Private patio or balcony"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""BBQ grill"", ""Pets allowed"", ""Dishwasher"", ""First aid kit"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Beach access \u2013 Beachfront"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove"", ""Lake access""]",299.0,2,28,1,19,49,79,332,2024-12-29,196,19,0,4.85,4.85,4.83,4.95,4.84,4.93,4.68,0,2.0,2,0,0,2.91
34305389,20241229042348,258988875,2019-04-30,100.0,98.0,0,1,North Saanich,North Saanich,48.67685,-123.4246,Entire cottage,Entire home/apt,2,1.0,1.0,2.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Backyard"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Self check-in"", ""Essentials"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""BBQ grill"", ""Barbecue utensils"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove""]",168.0,2,365,1,0,0,0,203,2024-12-29,92,9,0,4.92,4.95,4.91,5.0,4.98,4.89,4.88,1,2.0,2,0,0,1.37
34344819,20241229042348,63557802,2016-03-19,96.88028169014085,87.10114503816794,0,1,Juan de Fuca,Juan de Fuca,48.42379,-124.06536,Entire cabin,Entire home/apt,6,1.5,2.0,4.0,"[""Sea view"", ""Private backyard \u2013 Not fully fenced"", ""Mountain view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Waterfront"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""HDTV with Netflix, standard cable"", ""Smoke alarm"", ""Coffee maker: french press, Keurig coffee machine"", ""Room-darkening shades"", ""Refrigerator"", ""EV charger"", ""Stainless steel single oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""High chair"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Clothing storage: closet"", ""Blender"", ""Stainless steel electric stove"", ""Heating"", ""Private entrance"", ""Children\u2019s books and toys"", ""Private patio or balcony"", ""Hot water kettle"", ""Fire pit"", ""Hammock"", ""Free parking on premises"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Bluetooth sound system"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Baking sheet"", ""Pets allowed"", ""Coffee"", ""Dishwasher"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Ocean view"", ""Cooking basics"", ""Private BBQ grill: gas"", ""Wifi \u2013 35 Mbps"", ""Keypad"", ""Bed linens"", ""Indoor fireplace: wood-burning"", ""Wine glasses"", ""Outdoor shower"", ""Carbon monoxide alarm"", ""Board games"", ""Freezer""]",271.0,2,25,1,16,46,75,303,2024-12-29,193,25,1,4.95,4.93,4.93,4.98,4.97,4.97,4.77,0,5.0,5,0,0,2.87
34391643,20241229042348,259628273,2019-05-03,96.88028169014085,87.10114503816794,0,0,Colwood,Colwood,48.42665,-123.51131,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Outdoor furniture"", ""Hangers"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Outdoor dining area"", ""Refrigerator"", ""Heating"", ""Dryer"", ""Fire pit"", ""Shampoo""]",100.0,5,26,1,23,53,83,358,2024-12-29,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1.0,1,0,0,0.05
34546573,20241229042348,192709320,2018-05-31,100.0,100.0,1,1,Salt Spring Island,Salt Spring Island,48.94014,-123.59347,Entire guesthouse,Entire home/apt,4,2.0,2.0,2.0,"[""Private backyard \u2013 Not fully fenced"", ""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Self check-in"", ""Essentials"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Pets allowed"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Coffee maker"", ""Carbon monoxide alarm""]",230.0,29,730,1,14,44,74,348,2024-12-29,66,1,0,4.85,4.94,4.73,4.97,4.86,4.88,4.83,0,1.0,1,0,0,1.85
34547008,20241229042348,32285553,2015-04-30,100.0,100.0,1,1,Fairfield,Victoria,48.40653,-123.35267,Private room in home,Private room,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""TV with Netflix, DVD player, Disney+"", ""Free street parking"", ""EV charger"", ""Shared beach access"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Heating"", ""Dryer"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Shower gel"", ""Indoor fireplace"", ""Hangers"", ""Wifi"", ""Microwave"", ""Pets allowed"", ""Coffee"", ""Washer"", ""Single level home"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm""]",124.0,2,10,1,24,54,71,73,2024-12-29,334,66,2,4.92,4.87,4.96,4.98,4.98,4.99,4.9,0,1.0,0,1,0,4.98
34574208,20241229042348,67582538,2016-04-17,100.0,99.0,1,1,Saanich,Saanich,48.43953,-123.33023,Private room in home,Private room,2,1.0,1.0,1.0,"[""Outdoor furniture"", ""Free driveway parking on premises \u2013 2 spaces"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Free street parking"", ""EV charger"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Essentials"", ""Bikes"", ""Heating"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Shower gel"", ""Clothing storage: dresser"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Body soap"", ""Dedicated workspace"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm""]",101.0,1,14,1,19,45,75,137,2024-12-29,665,130,5,4.95,4.95,4.97,4.99,4.98,4.85,4.9,1,1.0,0,1,0,10.34
34601341,20241229042348,32614142,2015-05-04,100.0,98.0,1,1,James Bay,Victoria,48.41586,-123.37891,Entire cottage,Entire home/apt,2,1.0,2.0,2.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Backyard"", ""Patio or balcony"", ""Refrigerator"", ""Free street parking"", ""Essentials"", ""30 inch HDTV"", ""Heating"", ""Dryer"", ""Private entrance"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""BBQ grill"", ""Pets allowed"", ""Cooking basics"", ""Washer"", ""Iron"", ""Bed linens"", ""Coffee maker""]",146.0,29,1125,1,0,0,0,32,2024-12-29,5,1,0,4.4,4.4,4.0,4.2,4.4,5.0,4.0,0,53.0,53,0,0,0.07
34603231,20241229042348,202822023,2018-07-16,100.0,100.0,1,1,Salt Spring Island,Salt Spring Island,48.81013,-123.42859,Entire guest suite,Entire home/apt,2,1.0,0.0,1.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Dining table"", ""Essentials"", ""Toaster"", ""Heating"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Single level home"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Freezer""]",134.0,1,730,1,28,58,88,267,2024-12-29,221,26,0,4.95,4.95,4.91,5.0,4.99,4.88,4.92,0,2.0,2,0,0,3.23
34617375,20241229042348,71834427,2016-05-13,100.0,95.0,1,1,Saanich,Saanich,48.48564,-123.34082,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Coffee maker: french press, Keurig coffee machine"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Host greets you"", ""HDTV with standard cable"", ""Shampoo"", ""Dining table"", ""Electric stove"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Folding or convertible high chair - available upon request"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Free residential garage on premises"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Baking sheet"", ""Coffee"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Portable fans"", ""Cooking basics"", ""Single level home"", ""Rice maker"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Board games"", ""Freezer""]",200.0,1,14,1,0,0,0,89,2024-12-29,254,55,0,4.93,4.94,4.93,4.99,4.97,4.88,4.9,0,2.0,1,1,0,3.72
